Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;226;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;150941;LIXA, NOME:LIXA;-;5,0000;450,0000;2250,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;227;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;6650;INSTRUMENTOS ÓTICOS, EQUIPAMENTOS DE TESTE, COMPONENTES  E ACESSÓRIOS;15374;ADAPTADOR;150870;ADAPTADOR, NOME:ADAPTADOR;-;5,0000;45,0000;225,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;228;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;4710;CANOS E TUBOS;808;TUBO COBRE;289275;TUBO COBRE, APLICAÇÃO:REFRIGERAÇÃO, TIPO:FLEXÍVEL SEM COSTURA, DIÂMETRO EXTERNO:1/4 POL, DIÂMETRO NOMINAL:1/4 POL;-;5,0000;145,0000;725,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;229;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;4710;CANOS E TUBOS;808;TUBO COBRE;338624;TUBO COBRE, APLICAÇÃO:AR CONDICIONADO, TIPO:FLEXÍVEL SEM COSTURA, DIÂMETRO NOMINAL:3/8 POL;-;5,0000;180,0000;900,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;230;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;9330;ARTIGOS DE PLÁSTICO;12560;TARUGO;151060;TARUGO, NOME:TARUGO;-;5,0000;320,0000;1600,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;231;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;9330;ARTIGOS DE PLÁSTICO;12560;TARUGO;151060;TARUGO, NOME:TARUGO;-;5,0000;300,0000;1500,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;232;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;9330;ARTIGOS DE PLÁSTICO;12560;TARUGO;151060;TARUGO, NOME:TARUGO;-;5,0000;150,0000;750,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;233;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;3820;EQUIPAMENTOS PARA MINERAÇÃO, PERFURAÇÃO DE ROCHAS, TERRA  E CORRELATOS;14629;BITS DE PERFURAÇÃO;150023;BITS DE PERFURAÇÃO, NOME:BITS DE PERFURAÇÃO;-;50,0000;45,0000;2250,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;234;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;3990;EQUIPAMENTOS DIVERSOS PARA MOVIMENTAÇÃO DE MATERIAIS;3256;BALDE TRANSPORTE MATERIAL;62162;BALDE TRANSPORTE MATERIAL, NOME:BALDE TRANSPORTE MATERIAL;-;3,0000;230,0000;690,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;235;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;3990;EQUIPAMENTOS DIVERSOS PARA MOVIMENTAÇÃO DE MATERIAIS;3256;BALDE TRANSPORTE MATERIAL;62162;BALDE TRANSPORTE MATERIAL, NOME:BALDE TRANSPORTE MATERIAL;-;3,0000;280,0000;840,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;236;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;3990;EQUIPAMENTOS DIVERSOS PARA MOVIMENTAÇÃO DE MATERIAIS;3256;BALDE TRANSPORTE MATERIAL;62162;BALDE TRANSPORTE MATERIAL, NOME:BALDE TRANSPORTE MATERIAL;-;3,0000;290,0000;870,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;237;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;6520;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS;10480;PASTA ABRASIVA;261018;PASTA ABRASIVA, APLICAÇÃO:POLIMENTO FINAL DE PORCELANA E RESINA, APRESENTAÇÃO:GRÃOS, TAMANHO GRÃO:1 A 6 MICRA;-;10,0000;190,0000;1900,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;238;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;6520;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS;10480;PASTA ABRASIVA;261018;PASTA ABRASIVA, APLICAÇÃO:POLIMENTO FINAL DE PORCELANA E RESINA, APRESENTAÇÃO:GRÃOS, TAMANHO GRÃO:1 A 6 MICRA;-;10,0000;170,0000;1700,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;239;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;6520;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS;10480;PASTA ABRASIVA;261018;PASTA ABRASIVA, APLICAÇÃO:POLIMENTO FINAL DE PORCELANA E RESINA, APRESENTAÇÃO:GRÃOS, TAMANHO GRÃO:1 A 6 MICRA;-;10,0000;150,0000;1500,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;240;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;150941;LIXA, NOME:LIXA;-;10,0000;135,0000;1350,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;241;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;150941;LIXA, NOME:LIXA;-;10,0000;105,0000;1050,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;242;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;150941;LIXA, NOME:LIXA;-;10,0000;110,0000;1100,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;243;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;150941;LIXA, NOME:LIXA;-;10,0000;115,0000;1150,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;244;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;150941;LIXA, NOME:LIXA;-;10,0000;110,0000;1100,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;245;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;150941;LIXA, NOME:LIXA;-;10,0000;120,0000;1200,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;246;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;150941;LIXA, NOME:LIXA;-;10,0000;120,0000;1200,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;247;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5345;DISCOS E PEDRAS ABRASIVOS;567;DISCO CORTE;113220;DISCO CORTE, NOME:DISCO CORTE;-;12,0000;52,0000;624,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;248;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5345;DISCOS E PEDRAS ABRASIVOS;567;DISCO CORTE;113220;DISCO CORTE, NOME:DISCO CORTE;-;20,0000;52,0000;1040,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;249;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5345;DISCOS E PEDRAS ABRASIVOS;567;DISCO CORTE;113220;DISCO CORTE, NOME:DISCO CORTE;-;10,0000;41,0000;410,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;250;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5345;DISCOS E PEDRAS ABRASIVOS;567;DISCO CORTE;113220;DISCO CORTE, NOME:DISCO CORTE;-;12,0000;55,0000;660,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;251;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5345;DISCOS E PEDRAS ABRASIVOS;567;DISCO CORTE;113220;DISCO CORTE, NOME:DISCO CORTE;-;10,0000;59,0000;590,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;252;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5345;DISCOS E PEDRAS ABRASIVOS;567;DISCO CORTE;113220;DISCO CORTE, NOME:DISCO CORTE;-;20,0000;18,0000;360,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;253;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5345;DISCOS E PEDRAS ABRASIVOS;567;DISCO CORTE;113220;DISCO CORTE, NOME:DISCO CORTE;-;30,0000;17,5000;525,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;254;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;9505;ARAMES DE FERRO E DE AÇO, NÃO UTILIZÁVEIS EM ELETRICIDADE;2956;ARAME;150723;ARAME, NOME:ARAME;-;40,0000;56,0000;2240,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;255;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5133;BROCAS, ALARGADORES, ESCARIADORES, MANUAIS E PARA USO EM  MÁQUINAS;3879;BROCA;150968;BROCA, NOME:BROCA;-;10,0000;60,0000;600,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;256;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5133;BROCAS, ALARGADORES, ESCARIADORES, MANUAIS E PARA USO EM  MÁQUINAS;3879;BROCA;150968;BROCA, NOME:BROCA;-;10,0000;56,0000;560,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;257;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5910;CAPACITORES;14774;CAPACITOR;304837;CAPACITOR, CAPACITÂNCIA:25 MICROF, TIPO:PARTIDA;-;10,0000;60,0000;600,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;258;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5910;CAPACITORES;14774;CAPACITOR;304837;CAPACITOR, CAPACITÂNCIA:25 MICROF, TIPO:PARTIDA;-;10,0000;52,0000;520,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;259;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5910;CAPACITORES;14774;CAPACITOR;304837;CAPACITOR, CAPACITÂNCIA:25 MICROF, TIPO:PARTIDA;-;10,0000;52,0000;520,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;260;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5910;CAPACITORES;14774;CAPACITOR;304837;CAPACITOR, CAPACITÂNCIA:25 MICROF, TIPO:PARTIDA;-;10,0000;55,0000;550,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;261;Serviço;158286-24/2025;339039 - Contratação de serviços de eventos;Catálogo do Compras.gov.br;Serviço;962;SERVIÇOS DE PROMOÇÃO E APRESENTAÇÃO RELACIONADOS AS ARTES CÊNICAS E OUTROS ESPETÁCULOS AO VIVO;;;14591;PROMOÇÃO DE EVENTOS;-;1,0000;500000,0000;500000,0000;0,0000;05/05/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;262;Material;158286-25/2025;449052 - Aquisição de aparelhos de ar condicionados;Catálogo do Compras.gov.br;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;;;;;-;0,0000;0,0000;1374561,0000;0,0000;30/05/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;263;Material;158286-26/2025;Aquisição de compressores sem reservatório;Catálogo do Compras.gov.br;Material;4310;BOMBAS E COMPRESSORES A VÁCUO;5502;COMPRESSOR DE AR;608477;CAPACIDADE TANQUE: 200, PRESSÃO MÁXIMA: 175, TENSÃO: 220/380V, TIPO: INDUSTRIAL, VAZÃO: 20 PCM;UN;2,0000;9900,0000;19800,0000;0,0000;14/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;264;Material;158286-28/2025;Aquisição de televisores para o IFMA/Campus São Luís-Monte Castelo;Catálogo do Compras.gov.br;Material;7730;FONÓGRAFOS, RÁDIOS E TELEVISORES DE TIPO DOMÉSTICO;12609;TELEVISOR;471011;ACESSÓRIOS: CONTROLE REMOTO/SLEEP TIME/VHF/UHF E TV A CABO, CARACTERÍSTICAS ADICIONAIS: SMART TV, 4 K, WIFI. ENTRADAS HDMI/USB, CONVERSOR, TAMANHO TELA: 55, TIPO TELA: LED, VOLTAGEM: BIVOLT;UN;60,0000;2634,3100;158058,6000;0,0000;15/07/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;265;Material;158286-28/2025;Aquisição de televisores para o IFMA/Campus São Luís-Monte Castelo;Catálogo do Compras.gov.br;Material;7730;FONÓGRAFOS, RÁDIOS E TELEVISORES DE TIPO DOMÉSTICO;12609;TELEVISOR;458905;ACESSÓRIOS: CONTROLE REMOTO, CARACTERÍSTICAS ADICIONAIS: SMART TV, 4 K, WIFI. ENTRADAS HDMI/USB, CONVERSOR, TAMANHO TELA: 65, TIPO TELA: LED, VOLTAGEM: 110/220;UN;24,0000;3711,1900;89068,5600;0,0000;15/07/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;266;Material;158286-27/2025;Aquisição de bebedouro para o IFMA/Campus São Luís-Monte Castelo;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;3492;BEBEDOURO ÁGUA GARRAFÃO;402920;CAPACIDADE: 20, CARACTERÍSTICAS ADICIONAIS: BAIXO CONSUMO ENERGIA,TERMOSTATO REGULÁVEL,INMETRO, MATERIAL: PLÁSTICO ABS E CHAPA AÇO INOXIDÁVEL, TIPO: ELÉTRICO DE COLUNA, VOLTAGEM: 220;UN;10,0000;712,8700;7128,7000;0,0000;15/07/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;267;Material;158286-27/2025;Aquisição de bebedouro para o IFMA/Campus São Luís-Monte Castelo;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;3489;BEBEDOURO ÁGUA;311387;CAPACIDADE ÁGUA: 200, CARACTERÍSTICAS ADICIONAIS: 4 TORNEIRAS LATÃO CROMADO, SERPENTINA COBRE LOCALI, MATERIAL GABINETE: AÇO INOXIDÁVEL, TIPO: INDUSTRIAL, VOLTAGEM: 110/220, MATERIAL RESERVATÓRIO ÁGUA: AÇO INOXIDÁVEL;UN;15,0000;3428,7500;51431,2500;0,0000;15/07/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;268;Material;158286-29/2025;Aquisição de um suporte de amostra sem dissipador de calor e sem cadinhos para o equipamento TG-DSC;Catálogo do Compras.gov.br;Material;5961;DISPOSITIVOS A SEMICONDUTOR E PLACAS ASSOCIADAS (CIRCUITOS);;;;;-;0,0000;0,0000;45000,0000;0,0000;30/06/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;269;Material;158286-30/2025;Aquisição de equipamentos odontógicos;Catálogo do Compras.gov.br;Material;3540;MÁQUINAS DE EMBALAR E EMPACOTAR;9358;SELADORA EMBALAGEM;420424;ACABAMENTO SUPERFICIAL: PINTURA ELETROSTÁTICA, CARACTERÍSTICAS ADICIONAIS: SELAGEM DE 40 CM, FUNCIONAMENTO: MANUAL, MATERIAL: AÇO, VOLTAGEM: 110/220;UN;1,0000;716,8100;716,8100;0,0000;08/08/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;270;Material;158286-30/2025;Aquisição de equipamentos odontógicos;Catálogo do Compras.gov.br;Material;4610;EQUIPAMENTOS PARA PURIFICAÇÃO DE ÁGUA;6121;DESTILADOR ÁGUA;452823;APLICAÇÃO: USO ODONTOLÓGICO, CAPACIDADE: 4, CARACTERÍSTICAS ADICIONAIS: POTÊNCIA 550 W / DIMENSÕES APROXIMADAS 27X33X2,60, MATERIAL: AÇO INOXIDÁVEL, VOLTAGEM: 127/220;UN;1,0000;550,0000;550,0000;0,0000;08/08/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;271;Material;158286-30/2025;Aquisição de equipamentos odontógicos;Catálogo do Compras.gov.br;Material;6520;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS;17796;CONJUNTO USO ODONTOLÓGICO;425866;CARACTERÍSTICA ADICIONAL: CABO OCO, COMPONENTE ADICIONAL: 1 ESCULPIDOR, COMPONENTES 1: 3 ESCAVADORES DE DENTINA, 2 CORTANTES DE ESMALTE, MATERIAL: AÇO INOXIDÁVEL E ALUMÍNIO ANODIZADO, TIPO: INSTRUMENTAIS DE DENTÍSTICA, USO: TÉCNICA ART;UN;6,0000;251,9800;1511,8800;0,0000;08/08/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;272;Material;158286-30/2025;Aquisição de equipamentos odontógicos;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;7809;FOTÓFORO;615954;ALIMENTAÇÃO: BATERIA RECARREGÁVEL, CARACTERÍSTICAS ADICIONAIS: C/ AJUSTE INTENSIDADE LUZ, S/ FIO, LÂMPADA / VIDA ÚTIL: CERCA DE 50.000, POTÊNCIA: MÍNIMO DE 5, TIPO: CAPACETE REGULÁVEL CIRCUNFERÊNCIA E ALTURA CABEÇA, TIPO LÂMPADA: LED;UN;2,0000;4598,4800;9196,9600;0,0000;08/08/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;273;Material;158286-30/2025;Aquisição de equipamentos odontógicos;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;19854;TESOURA INSTRUMENTAL;471576;CARACTERÍSTICA PONTA: FINA C/ VÍDEA, COMPRIMENTO TOTAL: CERCA DE 12, ESTERILIDADE: ESTERILIZÁVEL, HASTE: HASTE RETA, MATERIAL: AÇO INOXIDÁVEL, MODELO 1: ÍRIS, TIPO PONTA: PONTA CURVA;UN;3,0000;15,8700;47,6100;0,0000;08/08/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;301;Serviço;158286-44/2025;Contratação de empresa de prestação de serviços de cessão de uso e manutenção do Software;Catálogo do Compras.gov.br;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;;;27502;CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE;-;12,0000;654,6200;7855,4400;0,0000;14/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;302;Serviço;158286-44/2025;Contratação de empresa de prestação de serviços de cessão de uso e manutenção do Software;Catálogo do Compras.gov.br;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;;;27480;LICENCIAMENTO DE DIREITOS DE PRODUÇÃO, DISTRIBUIÇÃO OU COMERCIALIZAÇÃO DE PROGRAMAS DE COMPUTADOR;-;1,0000;720,0000;720,0000;0,0000;14/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;274;Serviço;158286-33/2025;Contratação para a prestação de serviços de aquisição de passagens aéreas.;Catálogo do Compras.gov.br;Serviço;678;SERVIÇOS DE AGÊNCIA DE VIAGENS, OPERADORAS DE TURISMO E GUIATURÍSTICO;;;;;-;0,0000;0,0000;150000,0000;0,0000;01/07/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;275;Serviço;158286-32/2025;Contratação de serviços especializados para elaboração de projetos de reforma do IFMA Monte Castelo;Catálogo do Compras.gov.br;Serviço;833;SERVIÇOS DE ENGENHARIA;;;20060;ELABORAÇÃO / ANÁLISE PROJETO - ENGENHARIA;-;5730,0000;21,8000;124914,0000;0,0000;01/08/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;276;Material;158286-31/2025;Aquisição de computadores portáteis (notebooks) para uso administrativo no IFMA;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;;;;;-;0,0000;0,0000;200000,0000;0,0000;04/08/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;277;Material;158286-30/2025;Aquisição de equipamentos odontógicos;Catálogo do Compras.gov.br;Material;6520;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS;5692;CONJUNTO ACADÊMICO USO ODONTOLÓGICO;422198;ACESSÓRIOS: ÓLEO LUBRIFICANTE, APRESENTAÇÃO: ESTOJO, CONJUNTO COMPLETO, CARACTERÍSTICA PEÇAS DE BAIXA ROTAÇÃO: TRANSMISSÃO 1:1, C/ REFRIGERAÇÃO EXTERNA, CARACTERÍSTICAS ADICIONAIS: 3 FUROS, BOTÃO DE PRESSÃO(PB), CABEÇA PADRÃO, COMPONENTE: ALTA ROTAÇÃO, ROLAMENTO CERÂMICA, 400.000 RPM, COMPONENTES 1: MICROMOTOR, CONTRA ÂNGULO, PEÇA RETA, TIPO ENCAIXE: CONEXÃO BORDEN (2 FUROS);UN;2,0000;999,9000;1999,8000;0,0000;08/08/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;278;Serviço;158286-34/2025;Contratação de empresa especializada na prestação de serviços de manutenção de elevadores;Catálogo do Compras.gov.br;Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;;;-;0,0000;0,0000;50000,0000;0,0000;01/12/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;279;Material;158286-35/2025;Aquisição de gêneros alimentícios agricultura familiar;Catálogo do Compras.gov.br;Material;8915;FRUTAS, VERDURAS E LEGUMES;19789;FRUTA;464449;ADICIONAL: ORGÂNICA, APRESENTAÇÃO: NATURAL, TIPO: BANANA PRATA / BANANA BRANCA;KG;2972,0000;13,3300;39616,7600;0,0000;07/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;280;Material;158286-35/2025;Aquisição de gêneros alimentícios agricultura familiar;Catálogo do Compras.gov.br;Material;8915;FRUTAS, VERDURAS E LEGUMES;19789;FRUTA;464392;APRESENTAÇÃO: NATURAL, TIPO: GOIABA VERMELHA;KG;2779,0000;14,2400;39572,9600;0,0000;07/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;281;Material;158286-35/2025;Aquisição de gêneros alimentícios agricultura familiar;Catálogo do Compras.gov.br;Material;8915;FRUTAS, VERDURAS E LEGUMES;19789;FRUTA;464435;APRESENTAÇÃO: NATURAL, TIPO: TANGERINA / BERGAMOTA;KG;3142,0000;12,6100;39620,6200;0,0000;07/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;282;Material;158286-35/2025;Aquisição de gêneros alimentícios agricultura familiar;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;883;BISCOITO;617795;CARACTERÍSTICAS ADICIONAIS: REDONDAS, TRANÇADAS, SABOR: COCO, TIPO: ROSQUINHA;PCT;1500,0000;12,5300;18795,0000;0,0000;07/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;283;Serviço;158286-36/2025;Contratação de empresa especializada em sinalização;Catálogo do Compras.gov.br;Serviço;873;SERVIÇOS DE INSTALAÇÃO(À EXCEÇÃO DA CONSTRUÇÃO);;;;;-;0,0000;0,0000;500000,0000;0,0000;03/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;284;Material;158286-37/2025;Aquisição de microcomputadores: desktop e notebook;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;6661;MICROCOMPUTADOR;485858;ARMAZENAMENTO HDD: SEM DISCO HDD, ARMAZENAMENTO SSD: SUPERIOR A 500, COMPONENTES ADICIONAIS: COM TECLADO E MOUSE, GABINETE: TORRE, GARANTIA ON SITE: SUPERIOR A 36, MEMÓRIA RAM: SUPERIOR A 8, MONITOR: 21 A 29, NÚCLEOS POR PROCESSADOR: 4 A 8, SISTEMA OPERACIONAL: PROPRIETÁRIO;UN;170,0000;7115,0000;1209550,0000;0,0000;31/12/2025
